web-scraper-order,web-scraper-start-url,base,base-href,superficie,nbr_pieces,nbr_salle_bain,adresse
"1739551028-4918","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-mamelles-3575395","541","5","4","Mamelles, Dakar, Sénégal"
"1739551030-4919","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-bambilor-cite-les-akys-3578023","300","5","4","Rufisque, Sénégal"
"1739551035-4920","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-senegal-3578479","200 m2","4","2","Sacré-Coeur, Dakar, Sénégal"
"1739551043-4921","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-17-pieces-almadies-3541255","800","17","12","Almadies, Dakar, Sénégal"
"1739551049-4922","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-cite-djily-mbaye-3580189","400 m2","7","7","Grand Yoff, Dakar, Sénégal"
"1739551063-4923","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-toubab-dialaw-3580442","500 m2","6","5","Saly, Sénégal"
"1739551069-4924","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-almadies-3540222","","4","130","Almadies, Dakar, Sénégal"
"1739551072-4925","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-ndayane-lisse-3581118","600 m2","4","2","Thies, Sénégal"
"1739551077-4926","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-3581839","600 m2","4","4","Saly, Sénégal"
"1739551093-4927","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-almadies-3543536","1000","6","4","Almadies, Dakar, Sénégal"
"1739551107-4928","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelle-unite-25-3582811","150 m2","4","4","Dakar, Sénégal"
"1739551118-4929","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-mamelles-3583031","","7","","Mamelles, Dakar, Sénégal"
"1739551124-4930","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-point-e-3542655","","5","3","Point E, Dakar, Sénégal"
"1739551129-4931","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-a-nord-foire-3542884","","8","5","Yoff, Dakar, Sénégal"
"1739551132-4932","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-12-pieces-camberene-3584115","","150","","Cambérène, Dakar, Sénégal"
"1739551135-4933","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-1200-m2-fann-3584304","","1200","","Fann, Dakar, Sénégal"
"1739551147-4934","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-commerciale-saint-louis-3584760","","","","Saint Louis, Sénégal"
"1739551151-4935","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sipres-3584775","","5","","Sipres, Dakar, Sénégal"
"1739551153-4936","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3585071","170","4","2","Keur Massar, Sénégal"
"1739551156-4937","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-saly-3585153","","7","300","Saly, Sénégal"
"1739551160-4938","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3585162","150 m2","8","6","Djida Thiaroye Kaw, Sénégal"
"1739551164-4939","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3585219","150 m2","8","6","Grand Dakar, Dakar, Sénégal"
"1739551167-4940","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-cite-horizon-3585412","","400 m2","","Dakar, Sénégal"
"1739551170-4941","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-sacre-coeur-3585478","200","9","8","Sacré-Coeur, Dakar, Sénégal"
"1739551174-4942","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-somone-3585534","340","5","5","Saly, Sénégal"
"1739551187-4943","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-a-somone-3586002","450 m2","5","3","Saly, Sénégal"
"1739551191-4944","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-dakar-3586531","280 m2","5","5","Dakar, Sénégal"
"1739551194-4945","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-cite-mbakiou-faye-3586713","150 m2","5","8","Mamelles, Dakar, Sénégal"
"1739551197-4946","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelle-3586725","200 m2","4","6","Mamelles, Dakar, Sénégal"
"1739551201-4947","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-ngor-almadies-3586936","150 m2","4","3","Almadies, Dakar, Sénégal"
"1739551205-4948","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-hann-bel-air-3548676","400","4","4","Hann Bel-Air, Dakar, Sénégal"
"1739551208-4949","https://sn.coinafrique.com/categorie/villas?page=61","favorite_border2années","https://sn.coinafrique.com/annonce/villas/locative-villa-r2-a-hann-marinas-cite-isra-3547891","","8","6","Hann Bel-Air, Dakar, Sénégal"
"1739551227-4950","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-saly-3587676","245","3","2","Saly, Sénégal"
"1739551229-4951","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-saly-3587725","600","6","5","Saly, Sénégal"
"1739551232-4952","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-yoff-3588087","1","4","2","Yoff, Dakar, Sénégal"
"1739551235-4953","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-toubab-dialaw-3588644","","600 m2","","Thies, Sénégal"
"1739551240-4954","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-ouakam-cite-asecna-3588754","","","","Mbour, Sénégal"
"1739551267-4955","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-14-pieces-dakar-3589145","150","14","6","Dakar, Sénégal"
"1739551283-4956","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sebikotane-dakar-3589747","150","1","3","Dakar, Sénégal"
"1739551286-4957","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-dakar-3589804","250","1","2","Dakar, Sénégal"
"1739551290-4958","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-zac-mbao-3590025","15 m2","4","2","Fass, Dakar, Sénégal"
"1739551293-4959","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-zac-mbao-3590448","150 m2","5","4","Dakar, Sénégal"
"1739551296-4960","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-3590700","225 m2","5","3","Sicap Liberté, Dakar, Sénégal"
"1739551300-4961","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-mamelles-3553449","150","10","8","Mamelles, Dakar, Sénégal"
"1739551304-4962","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-aladji-pathe-keur-massar-3591712","150 m2","5","2","Dakar, Sénégal"
"1739551306-4963","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-keur-massar-3591879","","290 m2","","Keur Massar, Sénégal"
"1739551309-4964","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-mermoz-sacre-coeur-3592002","","260","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551312-4965","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-apix-tivaoune-peulh-3592015","150 m2","4","1","Dakar, Sénégal"
"1739551315-4966","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-almadie-3592181","200 m2","4","3","Grand Yoff, Dakar, Sénégal"
"1739551319-4967","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-703-m2-sebikotane-3592826","703","7","2","Ndiass, Sénégal"
"1739551321-4968","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-saly-niakhniakhal-3593104","500 m2","8","4","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551325-4969","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-hann-bel-air-3552330","400","4","3","Hann Bel-Air, Dakar, Sénégal"
"1739551328-4970","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3552886","","5","5","Almadies, Dakar, Sénégal"
"1739551331-4971","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sacre-coeur-3593349","200","4","3","Sacré-Coeur, Dakar, Sénégal"
"1739551334-4972","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-14-pieces-sacre-coeur-3593356","","14","8","Sacré-Coeur, Dakar, Sénégal"
"1739551336-4973","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-ngor-3593830","150","9","6","Ngor, Dakar, Sénégal"
"1739551339-4974","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-sacre-coeur-3594317","100","7","4","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551342-4975","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-keur-massar-3594563","150 m2","10","5","Thies, Sénégal"
"1739551345-4976","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-14-pieces-sacre-coeur-3595098","200","14","9","Sacré-Coeur, Dakar, Sénégal"
"1739551348-4977","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ziguinchor-3595747","622","5","3","Ziguinchor, Sénégal"
"1739551352-4978","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-saly-3595940","500","10","6","Saly, Sénégal"
"1739551355-4979","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-grand-mbao-3595982","","","","Dakar, Sénégal"
"1739551357-4980","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-r2-liberte-6-3596200","","150 m2","","Almadies, Dakar, Sénégal"
"1739551361-4981","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-3596420","800 m2","5","3","Saly, Sénégal"
"1739551364-4982","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-sacre-coeur-3559902","250","5","4","Sacré-Coeur, Dakar, Sénégal"
"1739551367-4983","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-sicap-liberte-3559916","274","4","3","Sicap Liberté, Dakar, Sénégal"
"1739551371-4984","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-800m2-mbodiene-3558878","","800","","Saly, Sénégal"
"1739551374-4985","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-dakar-3597547","250","6","3","Dakar, Sénégal"
"1739551376-4986","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-14-pieces-sacre-coeur-3597569","","","","Dakar, Sénégal"
"1739551379-4987","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-rufisque-3598311","150 m2","5","2","Rufisque, Sénégal"
"1739551382-4988","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-yeumbeul-3598364","","5","150 m2","Keur Massar, Sénégal"
"1739551386-4989","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-zac-de-mbao-3560665","","","","Mbao, Dakar, Sénégal"
"1739551388-4990","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-300m-cite-sococim-bargny-3560675","","300","","Mbao, Dakar, Sénégal"
"1739551391-4991","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-de-mbao-3560671","","","","Mbao, Dakar, Sénégal"
"1739551394-4992","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-ngaparou-3599406","405 m2","6","5","Dakar, Sénégal"
"1739551397-4993","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-sur-la-lagunes-a-somone-3599427","340 m2","4","4","Dakar, Sénégal"
"1739551401-4994","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ngaparou-3599786","800 m2","5","4","Saly, Sénégal"
"1739551405-4995","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-r1-aux-parcelles-assainies-unite-10-3600208","150 m2","8","5","Dakar, Sénégal"
"1739551408-4996","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-3600920","250 m2","4","3","Mbour, Sénégal"
"1739551410-4997","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-cite-djilly-mbaye-3601223","200 m2","4","1","Yoff, Dakar, Sénégal"
"1739551413-4998","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-tf-180-m-liberte-6-extension-3601472","180","5","3","Sicap Liberté, Dakar, Sénégal"
"1739551417-4999","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-keur-massar-unite-11-3601550","225 m2","6","2","Almadies, Dakar, Sénégal"
"1739551419-5000","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-sacre-coeur-3602612","180","4","2","Sacré-Coeur, Dakar, Sénégal"
"1739551422-5001","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-ngaparou-3602881","","6","240","Ngaparou, Sénégal"
"1739551425-5002","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-ouest-foire-3603091","150 m2","9","4","Ouest Foire, Dakar, Sénégal"
"1739551427-5003","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-sacre-cur-3-3603260","180 m2","1","1","Sicap Liberté, Dakar, Sénégal"
"1739551430-5004","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-point-e-3603427","300 m2","5","4","Point E, Dakar, Sénégal"
"1739551434-5005","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-saly-3603896","","4","4","Saly, Sénégal"
"1739551436-5006","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbao-3604018","150","3","1","Mbao, Dakar, Sénégal"
"1739551440-5007","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mbao-3604385","236","5","3","Mbao, Dakar, Sénégal"
"1739551442-5008","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-rufisque-3604661","150","3","2","Rufisque, Sénégal"
"1739551445-5009","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-3604999","150 m2","5","5","Keur Massar, Sénégal"
"1739551448-5010","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelles-3605745","150","5","4","Mamelles, Dakar, Sénégal"
"1739551450-5011","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-180-m2-keur-mbaye-fall-3605864","180 m2","5","1","Dakar, Sénégal"
"1739551455-5012","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-dakar-3606035","800","8","8","Dakar, Sénégal"
"1739551458-5013","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-250-m-cite-alioune-sow-3606258","","250 m2","","Dakar, Sénégal"
"1739551461-5014","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-3606509","","400 m2","","Dakar, Sénégal"
"1739551464-5015","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-sicap-liberte-3567185","","225","","Sicap Liberté, Dakar, Sénégal"
"1739551468-5016","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-sicap-liberte-3567196","","","","Sicap Liberté, Dakar, Sénégal"
"1739551472-5017","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3565035","212","5","4","Almadies, Dakar, Sénégal"
"1739551475-5018","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-3606752","","3","150 m2","Cambérène, Dakar, Sénégal"
"1739551478-5019","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-parcelles-assainies-3606940","","150","","Parcelle Assainies, Dakar, Sénégal"
"1739551481-5020","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-mermoz-sacre-coeur-3606959","650","10","6","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551485-5021","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mamelles-extension-3607055","200 m2","7","7","Mamelles, Dakar, Sénégal"
"1739551487-5022","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-almadies-3607236","400","8","6","Almadies, Dakar, Sénégal"
"1739551490-5023","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-keur-massar-3607562","150 m2","4","3","Dakar, Sénégal"
"1739551497-5024","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-13-pieces-keur-massar-3607679","150 m2","12","6","Dakar, Sénégal"
"1739551509-5025","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-mamelles-3568342","","4","3","Mamelles, Dakar, Sénégal"
"1739551515-5026","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-dakar-3607815","650","6","4","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551525-5027","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-3608370","150 m2","6","2","Dakar, Sénégal"
"1739551539-5028","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-popenguine-3608377","","4","300","Mbour, Sénégal"
"1739551556-5029","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-15-pieces-almadies-2-3608440","375","15","8","Almadies 2, Dakar, Sénégal"
"1739551561-5030","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-r1-8-pieces-point-e-3608539","","","","Point E, Dakar, Sénégal"
"1739551565-5031","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-somone-3608707","","3031 m2","","Dakar, Sénégal"
"1739551573-5032","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-bourguiba-3608712","","508","","Dakar, Sénégal"
"1739551577-5033","https://sn.coinafrique.com/categorie/villas?page=60","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-liberte-6-3608842","200 m2","8","7","Sicap Liberté, Dakar, Sénégal"
"1739551620-5034","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-3609047","250","7","7","Mamelles, Dakar, Sénégal"
"1739551623-5035","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-rufisque-3609362","300 m2","4","3","Dakar, Sénégal"
"1739551626-5036","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-3609386","150 m2","8","2","Mbao, Dakar, Sénégal"
"1739551629-5037","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sacre-coeur-3569890","326","4","3","Sacré-Coeur, Dakar, Sénégal"
"1739551633-5038","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-3609756","207","7","3","Almadies, Dakar, Sénégal"
"1739551636-5039","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-almadies-2-3610411","150","5","3","Almadies 2, Dakar, Sénégal"
"1739551640-5040","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-senegal-3610720","","150 m2","","Dakar, Sénégal"
"1739551646-5041","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-keur-massar-3611067","150 m2","3","1","Keur Massar, Sénégal"
"1739551667-5042","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-3611109","300","4","3","Saly, Sénégal"
"1739551671-5043","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-hlm-las-palmas-3611370","","6","200","Dakar, Sénégal"
"1739551679-5044","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-ouakam-3569408","500","7","8","Ouakam, Dakar, Sénégal"
"1739551692-5045","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-sipres-grand-mbao-3613535","160 m2","4","4","Rufisque, Sénégal"
"1739551705-5046","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-cite-tacko-3613544","200 m2","5","3","Rufisque, Sénégal"
"1739551709-5047","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-almadies-3613859","","5","3","Almadies, Dakar, Sénégal"
"1739551713-5048","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-sacre-coeur-3591443","","11","10","Sacré-Coeur, Dakar, Sénégal"
"1739551716-5049","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3585576","300","6","4","Almadies, Dakar, Sénégal"
"1739551719-5050","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-au-virage-3582684","","4","4","Yoff, Dakar, Sénégal"
